elapsed_ms,frametime_ms,ppu_usage,spu_usage
0.088,29.916,5.000,28.431
1.203,29.916,5.000,28.431
31.675,15.809,5.000,28.431
61.226,29.589,4.737,26.935
92.764,31.574,5.000,28.431
122.188,29.456,5.000,28.431
152.895,30.742,5.526,31.424
181.769,28.905,4.474,25.439
210.590,28.860,4.737,26.935
240.339,29.780,5.000,28.431
269.092,28.789,6.711,38.158
298.329,29.275,4.737,26.935
326.987,28.689,4.474,25.438
355.665,28.713,4.737,26.935
383.711,28.081,4.474,25.438
413.775,30.098,5.000,28.431
443.415,29.668,4.737,26.935
472.446,29.071,4.737,26.935
496.134,23.713,6.316,35.913
524.809,28.710,4.474,25.438
553.641,28.866,4.737,26.935
582.980,29.375,5.000,28.431
611.608,28.660,4.474,25.438
640.497,28.926,4.737,26.935
670.802,30.336,5.000,28.431
699.498,28.705,4.474,25.438
728.420,28.681,7.105,40.402
757.773,29.690,4.474,25.438
786.121,28.381,4.737,26.934
816.131,30.043,5.000,28.431
844.112,28.015,4.474,25.438
872.016,27.938,4.474,25.438
901.406,29.422,4.737,26.934
931.066,29.695,4.737,26.934
961.351,30.320,5.000,28.431
990.889,29.572,4.737,26.934
1019.955,29.104,4.737,26.934
1048.609,28.685,7.105,40.401
1078.924,30.351,3.552,20.201
1109.957,31.072,5.263,29.927
1140.588,30.671,5.000,28.431
1170.650,30.100,4.737,26.934
1200.950,30.327,5.000,28.431
1232.902,31.988,5.263,29.927
1263.427,30.532,4.737,26.934
1293.351,29.985,5.000,28.430
1324.507,31.196,5.263,29.927
1356.597,32.129,5.263,29.927
1386.938,30.377,4.737,26.934
1415.866,28.962,5.000,28.430
1446.286,30.456,4.737,26.934
1474.574,28.321,5.000,28.430
1503.295,28.757,4.473,25.438
1526.429,23.157,6.315,35.912
1553.810,27.418,4.737,26.934
1583.991,30.216,5.000,28.430
1612.338,28.380,4.737,26.934
1641.241,28.936,4.473,25.438
1669.986,28.772,4.736,26.934
1698.435,28.488,4.210,23.941
1728.392,29.991,5.263,29.927
1755.652,27.291,6.710,38.156
1785.628,30.008,5.000,28.430
1815.795,30.205,4.736,26.934
1845.333,29.572,4.736,26.934
1874.679,29.377,4.736,26.934
1904.440,29.806,4.736,26.934
1934.485,30.076,5.000,28.430
1963.407,28.957,4.473,25.437
1991.222,27.850,4.736,26.934
2019.101,27.907,4.736,26.934
2049.034,29.966,4.736,26.934
2078.987,29.992,5.000,28.430
2107.412,28.454,4.473,25.437
2136.348,28.978,7.105,40.400
2165.344,29.029,4.736,26.934
2195.575,30.268,4.736,26.934
2224.409,28.868,5.000,28.430
2256.100,31.725,4.999,28.430
2284.559,28.493,4.736,26.934
2313.258,28.734,4.473,25.437
2343.886,30.663,4.999,28.430
2373.114,29.259,4.736,26.933
2396.760,23.673,6.315,35.911
2423.037,26.304,4.473,25.437
2452.358,29.361,4.736,26.933
2481.918,29.597,4.736,26.933
2512.146,30.262,4.999,28.430
2542.525,30.417,4.736,26.933
2571.162,28.671,4.736,26.933
2600.118,28.987,4.736,26.933
2630.463,30.379,4.736,26.933
