elapsed_ms,frametime_ms,ppu_usage,spu_usage
0.096,26.021,5.564,30.615
26.760,26.678,8.346,45.922
52.965,26.243,5.564,30.615
80.362,27.433,5.842,32.145
99.080,27.433,5.842,32.145
128.360,24.027,7.511,41.330
153.328,25.002,5.286,29.084
179.786,26.489,5.564,30.615
207.888,28.127,9.181,50.514
232.898,25.038,5.286,29.084
250.930,25.038,5.286,29.084
280.142,23.652,6.009,33.064
312.084,31.988,6.120,33.676
339.663,27.605,6.120,33.676
366.754,27.127,8.763,48.218
392.778,26.051,5.286,29.084
418.482,25.738,8.346,45.922
437.066,25.738,8.346,45.922
464.834,23.200,6.009,33.064
490.756,25.954,5.564,30.615
517.306,26.583,8.346,45.922
543.356,26.086,5.286,29.084
571.784,28.455,6.398,35.207
598.161,26.409,8.346,45.922
625.918,27.784,5.842,32.145
652.872,26.991,5.842,32.146
679.090,26.249,5.564,30.615
704.725,25.666,8.346,45.922
736.743,32.067,6.120,33.676
764.402,27.686,5.842,32.145
794.692,30.324,5.842,32.145
821.195,26.530,5.564,30.615
846.963,25.799,7.928,43.626
873.089,26.160,5.564,30.615
900.928,27.864,6.120,33.676
926.384,25.492,7.928,43.626
954.771,28.418,6.120,33.676
981.472,26.731,5.564,30.615
1007.385,25.945,8.346,45.922
1034.170,26.815,5.842,32.146
1059.243,25.101,5.286,29.084
1086.178,26.969,8.763,48.218
1105.491,26.969,8.763,48.218
1134.873,24.374,6.009,33.064
1153.527,24.374,6.009,33.064
1182.235,23.712,6.176,33.982
1208.813,26.606,5.564,30.615
1236.295,27.511,8.763,48.218
1255.349,27.511,8.763,48.218
1284.341,24.056,6.009,33.064
1312.654,28.338,6.120,33.676
1338.943,26.322,5.564,30.615
1371.849,32.947,6.398,35.207
1396.405,24.585,7.928,43.626
1421.437,25.062,5.007,27.553
1446.439,25.028,8.346,45.922
1472.862,26.456,5.564,30.615
1500.135,27.302,5.842,32.146
1525.179,25.073,7.928,43.626
1545.539,20.382,6.259,34.442
1572.120,26.617,5.564,30.615
1590.460,26.617,5.564,30.615
1617.414,22.673,7.302,40.182
1642.398,25.016,5.007,27.553
1670.204,27.834,6.120,33.676
1698.581,28.414,5.842,32.146
1723.765,25.201,7.928,43.626
1749.526,25.797,5.564,30.615
1768.741,25.797,5.564,30.615
1798.715,24.625,6.176,33.983
1817.392,24.625,6.176,33.983
1846.132,23.736,7.511,41.330
1865.716,23.736,7.511,41.330
1893.140,23.529,6.009,33.064
1919.090,25.986,5.564,30.615
1946.017,26.961,8.763,48.218
1963.627,26.961,8.763,48.218
1985.861,19.941,6.259,34.442
2015.960,30.145,6.398,35.207
2046.442,30.519,5.286,29.084
2078.893,32.489,4.173,22.961
2096.979,32.489,4.173,22.961
2126.938,24.047,7.720,42.478
2144.217,24.047,7.720,42.478
2166.673,19.890,6.051,33.294
2187.724,21.078,4.729,26.023
2217.542,29.856,6.398,35.207
2244.887,27.383,8.763,48.218
2271.272,26.416,5.564,30.615
2296.902,25.654,7.928,43.626
2323.165,26.294,5.564,30.615
2355.020,31.893,5.564,30.615
2383.849,28.863,6.120,33.676
2410.132,26.314,5.564,30.615
2437.568,27.466,5.842,32.146
2464.184,26.655,8.345,45.922
2483.827,26.655,8.345,45.922
2516.939,26.407,5.285,29.084
2536.089,26.407,5.285,29.084
2560.635,21.872,6.676,36.738
2579.385,21.872,6.676,36.738
2607.689,23.553,6.009,33.064
2635.537,27.885,8.763,48.218
2662.362,26.857,5.564,30.615
2681.985,26.857,5.564,30.615
2702.625,20.151,6.468,35.590
2730.110,27.517,5.842,32.146
2748.689,27.517,5.842,32.146
2777.309,23.632,6.009,33.064
2795.175,23.632,6.009,33.064
2815.093,18.910,8.067,44.391
2835.507,20.441,6.676,36.738
2867.912,32.451,4.799,26.405
2894.552,26.670,8.346,45.922
2920.959,26.434,5.564,30.615
2940.717,26.434,5.564,30.615
2959.628,19.355,6.259,34.442
2986.638,27.050,5.564,30.615
3018.119,31.518,5.564,30.615
3044.190,26.095,8.345,45.922
3070.308,26.152,5.564,30.615
3096.325,26.051,5.564,30.615
3115.073,26.051,5.564,30.615
3141.160,22.442,7.094,39.034
3172.019,30.891,5.285,29.084
