elapsed_ms,frametime_ms,ppu_usage,spu_usage
0.105,63.300,6.570,36.208
59.220,59.113,8.760,48.277
128.673,69.452,7.352,40.518
198.000,69.326,7.352,40.518
258.026,60.015,7.118,39.225
324.582,66.564,7.039,38.794
384.501,59.913,7.483,41.237
443.312,58.825,7.118,39.225
504.433,61.105,7.300,40.231
572.689,68.251,6.727,37.070
644.064,71.379,6.727,37.070
715.805,71.740,6.570,36.208
787.383,71.579,6.883,37.932
856.798,69.413,6.570,36.208
924.896,68.096,6.570,36.208
986.719,61.824,7.300,40.231
1052.311,65.599,7.039,38.794
1119.646,67.324,7.039,38.794
1181.796,62.148,7.665,42.242
1239.829,58.036,7.118,39.225
1298.393,58.559,8.760,48.277
1356.210,57.817,7.118,39.225
1413.933,57.724,6.935,38.219
1472.552,58.613,7.483,41.236
1540.508,67.954,7.039,38.794
1606.261,65.755,8.213,45.260
1673.205,66.942,7.196,39.656
1741.325,68.116,7.039,38.794
1807.513,66.185,8.212,45.260
1867.550,60.037,7.300,40.231
1931.133,63.586,7.196,39.656
1995.268,64.132,8.395,46.265
2054.090,58.823,7.117,39.225
2113.315,59.224,7.117,39.225
2177.147,63.830,8.212,45.260
2243.005,65.859,7.196,39.656
2304.986,61.978,7.300,40.231
2365.906,60.917,7.482,41.237
2426.291,60.384,7.482,41.237
2489.572,63.279,6.570,36.208
2550.989,61.420,7.300,40.231
2611.824,60.833,7.482,41.236
2672.304,60.480,7.300,40.231
2731.091,58.797,7.117,39.225
2805.033,73.936,7.665,42.242
2880.967,75.926,6.296,34.699
2952.423,71.444,6.570,36.208
3017.525,65.113,7.482,41.236
3080.221,62.681,6.570,36.207
3146.294,66.093,8.030,44.254
3211.143,64.846,6.883,37.932
3272.121,60.959,7.300,40.231
3329.880,57.749,7.117,39.225
3391.391,61.538,7.482,41.236
3453.548,62.129,7.665,42.242
3520.893,67.371,7.352,40.518
3588.334,67.424,8.395,46.265
3657.709,69.369,7.195,39.656
3724.151,66.454,7.039,38.794
3793.568,69.405,7.508,41.380
3861.642,68.080,7.195,39.656
3922.737,61.091,7.300,40.231
3982.825,60.089,7.300,40.231
4044.509,61.673,7.300,40.231
4109.703,65.208,7.195,39.656
4169.752,60.046,7.300,40.231
4229.137,59.381,8.760,48.277
4294.295,65.157,6.726,37.070
4353.652,59.354,7.300,40.231
4417.479,63.822,7.847,43.248
4483.851,66.378,7.039,38.794
4542.863,59.008,7.300,40.231
4610.551,67.676,7.195,39.656
4677.224,66.684,8.212,45.259
4739.086,61.857,7.482,41.236
4808.334,69.250,6.726,37.070
4886.606,78.282,6.706,36.962
4963.735,77.116,6.433,35.453
5036.823,73.081,6.882,37.931
5108.935,72.118,6.726,37.069
5178.720,69.784,6.413,35.345
5250.548,71.820,6.022,33.190
5325.112,74.569,7.039,38.793
5393.611,68.499,6.726,37.069
5455.901,62.287,7.482,41.236
5517.932,62.029,7.664,42.242
5587.872,69.950,7.195,39.655
5650.858,62.990,6.726,37.069
5718.888,68.028,8.577,47.270
5779.141,60.251,7.482,41.236
5846.787,67.648,7.039,38.793
5908.716,61.924,7.664,42.242
5972.983,64.264,6.882,37.931
6041.674,68.692,7.352,40.518
6109.231,67.556,8.577,47.270
6174.911,65.680,7.039,38.793
6240.181,65.269,7.039,38.793
6306.057,65.872,8.212,45.259
6373.128,67.072,7.195,39.655
6435.020,61.891,7.664,42.242
6496.783,61.764,7.664,42.242
6556.787,59.969,7.482,41.236
6622.309,65.555,6.882,37.931
6681.756,59.446,7.299,40.230
6748.657,66.885,8.212,45.259
6815.740,67.083,6.882,37.931
6887.406,71.663,7.664,42.242
6969.644,82.251,6.934,38.219
7035.745,66.104,8.211,45.259
7096.787,61.036,7.482,41.236
7154.684,57.897,7.482,41.236
7228.585,73.892,7.508,41.380
7307.613,79.037,6.706,36.962
7386.969,79.352,6.569,36.207
7465.311,78.341,6.843,37.716
7543.851,78.535,6.569,36.207
7620.653,76.802,6.706,36.962
7689.403,68.751,8.029,44.253
7761.447,72.040,6.022,33.190
7823.817,62.370,7.664,42.242
7891.368,67.551,7.507,41.380
7959.123,67.754,8.759,48.276
8026.619,67.494,7.351,40.518
8085.286,58.667,7.299,40.230
8143.581,58.288,7.299,40.230
8206.440,62.863,8.029,44.253
8267.565,61.116,7.664,42.242
8329.522,61.958,6.882,37.932
8391.841,62.322,7.846,43.248
8454.420,62.584,7.664,42.242
8515.802,61.375,8.029,44.254
8577.206,61.405,7.664,42.242
8639.329,62.121,8.029,44.254
8701.498,62.162,6.725,37.070
8766.577,65.074,8.393,46.265
8825.974,59.404,7.299,40.231
8885.689,59.716,7.299,40.231
8944.649,58.960,7.299,40.231
9006.600,61.939,7.664,42.242
9069.712,63.120,6.882,37.932
9130.572,60.853,7.664,42.242
9192.338,61.772,7.846,43.248
9255.612,63.268,7.846,43.248
9321.271,65.663,7.038,38.794
9387.884,66.609,8.393,46.265
9449.458,61.574,7.663,42.242
9514.749,65.291,7.038,38.794
9579.101,64.350,8.211,45.260
9652.554,73.445,6.432,35.453
9724.312,71.760,6.881,37.932
9796.957,72.647,6.881,37.932
9867.277,70.318,6.881,37.932
