elapsed_ms,frametime_ms,ppu_usage,spu_usage
0.092,30.286,6.563,37.503
29.427,29.522,5.873,33.555
58.367,29.126,6.218,35.529
88.227,30.047,6.218,35.529
117.133,29.093,6.218,35.529
147.069,30.132,6.218,35.529
175.716,28.827,5.873,33.555
204.634,29.108,5.873,33.555
232.601,28.148,8.291,47.372
263.087,30.681,6.218,35.529
292.693,29.796,6.218,35.529
320.987,28.475,5.873,33.555
350.442,29.647,6.218,35.529
379.443,29.180,5.527,31.581
408.367,29.110,6.218,35.529
438.140,29.971,5.873,33.555
467.851,29.897,6.218,35.529
496.748,29.085,5.527,31.581
527.313,30.763,6.218,35.529
560.599,33.500,7.254,41.450
591.630,31.228,4.664,26.646
622.129,30.697,6.218,35.529
652.062,30.122,6.218,35.529
681.331,29.463,6.218,35.529
709.846,28.698,8.291,47.371
739.307,29.654,6.218,35.529
766.477,27.338,6.218,35.529
796.879,30.597,5.873,33.555
826.579,29.892,5.873,33.555
858.475,32.103,6.909,39.476
888.437,30.154,6.218,35.529
918.776,30.530,6.218,35.528
948.554,29.973,5.873,33.555
977.952,29.583,5.527,31.581
1005.870,28.102,5.873,33.555
1036.776,31.102,6.218,35.528
1068.320,31.741,4.923,28.127
1099.416,31.304,6.563,37.502
1128.755,29.525,6.218,35.528
1159.298,30.739,6.218,35.528
1188.742,29.633,6.218,35.528
1218.110,29.558,6.218,35.528
1248.805,30.889,6.218,35.528
1279.194,30.586,6.564,37.502
1308.658,29.656,6.564,37.502
1337.457,28.987,5.873,33.555
1368.382,31.122,6.564,37.502
1398.382,30.190,6.218,35.528
1428.730,30.540,6.218,35.528
1457.613,29.073,6.218,35.528
1485.944,28.513,5.873,33.555
1514.071,28.303,8.291,47.371
1543.695,29.818,6.218,35.528
1572.111,28.598,5.873,33.555
1600.726,28.800,5.873,33.555
1630.657,30.122,6.218,35.528
1661.411,30.951,6.218,35.528
1689.892,28.663,6.218,35.528
1717.355,27.639,5.527,31.581
1747.122,29.959,6.218,35.528
1774.433,27.482,5.527,31.581
1802.698,28.452,8.809,50.332
1829.872,27.349,5.182,29.607
1856.801,27.101,5.527,31.581
1886.462,29.850,6.218,35.528
1915.380,29.104,6.218,35.528
1945.567,30.382,5.873,33.554
1973.614,28.224,5.873,33.554
2002.831,29.407,5.873,33.554
2032.734,30.084,6.218,35.528
2061.584,29.042,6.218,35.528
2090.537,29.145,8.809,50.332
2119.092,28.739,5.873,33.554
2149.277,30.378,6.218,35.528
2178.341,29.248,6.218,35.528
2206.281,28.122,5.527,31.581
2234.435,28.332,5.873,33.554
2262.889,28.638,5.873,33.554
2292.812,30.115,6.218,35.528
2327.080,34.494,7.600,43.423
2357.339,30.448,6.218,35.528
2387.387,30.242,6.218,35.528
2411.173,23.939,5.527,31.581
2439.705,28.715,5.873,33.554
2468.777,29.256,8.809,50.332
2498.733,30.142,4.664,26.646
2528.045,29.510,8.809,50.332
2557.855,30.000,6.564,37.502
2588.278,30.622,4.664,26.646
2617.983,29.888,5.873,33.554
2647.701,29.917,9.327,53.292
2676.002,28.483,6.218,35.528
2705.870,30.059,5.873,33.554
2734.169,28.482,5.873,33.554
2765.382,31.413,6.564,37.502
2796.125,30.940,6.909,39.476
2826.163,30.236,5.873,33.554
2859.408,33.448,5.441,31.087
2889.900,30.694,6.564,37.502
2920.444,30.739,6.218,35.528
2950.235,29.982,6.218,35.528
2981.240,31.206,6.564,37.502
3011.268,30.220,6.564,37.502
3039.152,28.063,5.527,31.581
3070.507,31.556,6.564,37.502
3099.741,29.420,5.873,33.554
3129.845,30.302,6.564,37.502
3157.835,28.168,5.527,31.581
3188.491,30.850,6.564,37.502
3219.280,30.983,6.218,35.528
3248.944,29.843,6.218,35.528
3278.451,29.710,5.873,33.554
3308.150,29.891,6.218,35.528
3336.967,29.007,6.218,35.528
3366.773,29.996,5.873,33.554
3394.501,27.906,5.873,33.554
3424.085,29.774,5.873,33.554
3452.799,28.900,5.873,33.554
3483.706,31.102,6.564,37.502
3513.205,29.683,6.218,35.528
3541.510,28.494,8.809,50.331
3572.112,30.798,4.923,28.126
3600.098,28.168,8.809,50.331
3629.975,30.067,5.873,33.554
3659.358,29.575,5.873,33.554
3689.542,30.371,6.218,35.528
3717.669,28.311,5.873,33.554
3745.487,27.994,5.527,31.580
3776.007,30.721,6.218,35.528
3805.213,29.393,6.218,35.528
3833.851,28.824,5.527,31.580
3862.755,29.087,6.218,35.528
3893.022,30.462,6.218,35.528
3923.338,30.510,6.218,35.528
3953.563,30.421,6.564,37.502
3984.032,30.665,6.218,35.528
4014.644,30.809,6.564,37.502
4043.584,29.118,5.873,33.554
4071.627,28.227,5.527,31.580
4099.528,28.078,5.873,33.554
4129.504,30.177,5.873,33.554
4159.558,30.244,6.564,37.502
4188.701,29.330,5.873,33.554
4217.791,29.276,6.218,35.528
4248.135,30.540,6.218,35.528
4278.569,30.629,6.218,35.528
4308.745,30.370,6.564,37.502
