elapsed_ms,frametime_ms,ppu_usage,spu_usage
0.093,29.584,6.225,35.513
1.492,29.584,6.225,35.513
31.231,15.668,4.669,26.634
61.059,30.021,6.225,35.513
93.004,32.146,6.571,37.485
124.905,32.113,6.917,39.458
154.628,29.906,6.225,35.513
184.359,29.922,6.225,35.513
215.079,30.921,6.571,37.485
245.061,30.169,5.879,33.540
276.801,31.946,6.917,39.458
307.871,31.274,6.571,37.485
339.498,31.831,5.188,29.594
369.050,29.741,5.879,33.540
400.300,31.449,6.571,37.485
432.489,32.399,6.917,39.458
462.744,30.446,6.225,35.513
492.720,30.164,6.225,35.513
521.564,29.034,5.879,33.540
551.341,29.967,5.879,33.540
581.433,30.285,5.879,33.540
614.411,33.191,7.263,41.431
646.409,32.199,4.928,28.114
676.301,30.090,6.225,35.513
707.698,31.591,6.225,35.513
741.143,33.656,6.917,39.458
772.034,31.098,6.571,37.485
801.790,29.946,6.225,35.513
831.142,29.544,5.879,33.540
862.367,31.422,6.225,35.513
892.747,30.576,6.225,35.513
922.341,29.788,5.879,33.540
953.106,30.957,6.571,37.485
983.596,30.692,6.571,37.485
1013.572,30.163,6.225,35.513
1041.629,28.238,5.533,31.567
1070.523,29.080,5.879,33.540
1100.718,30.391,6.571,37.485
1131.147,30.622,5.879,33.540
1160.633,29.673,6.225,35.512
1188.335,27.883,5.879,33.540
1215.592,27.431,5.533,31.567
1243.589,28.173,5.533,31.567
1272.756,29.362,6.225,35.512
1302.694,30.127,6.225,35.512
1331.631,29.125,9.338,53.269
1362.700,31.269,4.669,26.634
1392.952,30.446,6.225,35.512
1423.926,31.171,6.571,37.485
1453.823,30.088,6.225,35.512
1483.455,29.823,6.571,37.485
1515.013,31.760,6.571,37.485
1544.218,29.393,5.879,33.540
1575.747,31.727,6.917,39.458
1606.710,31.163,6.225,35.512
1638.470,31.964,6.917,39.458
1667.701,29.420,5.533,31.567
1696.627,29.105,5.879,33.540
1727.839,31.415,6.917,39.458
1757.717,30.073,5.879,33.540
1786.574,29.042,6.225,35.512
1816.296,29.916,6.225,35.512
1847.389,31.290,6.225,35.512
1877.099,29.897,6.225,35.512
1908.253,31.357,6.917,39.458
1938.093,30.030,4.409,25.155
1968.683,30.790,6.571,37.485
1998.865,30.373,6.225,35.512
2029.579,30.913,6.571,37.485
2061.376,32.000,6.571,37.485
2089.879,28.687,5.879,33.540
2118.898,29.204,6.225,35.512
2148.877,30.173,6.225,35.512
2178.231,29.543,5.879,33.540
2210.006,31.975,6.917,39.458
2240.688,30.880,6.571,37.485
2271.496,31.005,6.225,35.512
2300.845,29.538,6.225,35.512
2330.502,29.850,6.225,35.512
2361.310,31.004,6.571,37.485
2393.924,32.823,6.571,37.485
2423.278,29.545,6.225,35.512
2453.979,30.892,6.571,37.485
2484.415,30.628,6.225,35.512
2513.362,29.139,6.225,35.512
2542.498,29.324,5.879,33.540
2572.089,29.781,6.225,35.512
2601.211,29.311,5.879,33.540
2631.555,30.535,6.571,37.485
2661.633,30.270,6.225,35.512
2691.666,30.227,6.571,37.485
2720.669,29.189,6.571,37.485
2750.365,29.887,5.879,33.540
2780.096,29.920,5.879,33.540
2809.811,29.907,6.225,35.512
2841.396,31.787,6.917,39.458
2871.325,30.121,6.225,35.512
2902.891,31.764,4.928,28.114
2932.594,29.900,6.225,35.512
2962.318,29.914,5.879,33.540
2991.714,29.578,6.571,37.485
3021.342,29.822,5.879,33.540
3050.096,28.938,9.337,53.269
3080.326,30.426,6.225,35.512
3111.169,31.040,4.409,25.155
3140.531,29.551,6.225,35.512
3169.283,28.939,8.819,50.309
3198.386,29.287,5.879,33.540
3227.947,29.751,6.571,37.485
3257.498,29.743,5.879,33.540
3287.525,30.216,6.571,37.485
3316.592,29.255,5.533,31.567
3347.462,31.069,6.917,39.458
3376.358,29.082,5.879,33.540
3407.175,31.013,6.571,37.485
3436.942,29.959,6.225,35.512
3468.080,31.338,6.571,37.485
3498.114,30.220,4.669,26.634
3527.220,29.298,9.337,53.269
3557.966,30.943,4.669,26.634
3588.965,31.193,6.571,37.485
3617.838,29.064,5.533,31.567
3647.146,29.492,6.571,37.485
3675.961,29.002,8.819,50.309
3705.543,29.775,6.225,35.512
3735.709,30.359,6.225,35.512
3764.774,29.253,5.879,33.540
3794.581,29.997,6.225,35.512
3825.105,30.720,6.225,35.512
3854.347,29.432,5.879,33.540
3885.197,31.046,6.571,37.485
3916.094,31.096,4.928,28.114
3945.828,29.926,6.225,35.512
3977.847,32.223,6.917,39.458
4008.025,30.373,6.225,35.512
4038.319,30.487,6.225,35.512
4069.401,31.278,6.571,37.485
4099.315,30.112,6.225,35.512
4127.637,28.498,5.879,33.540
4156.968,29.522,6.225,35.512
4186.043,29.263,5.533,31.567
4216.590,30.741,6.225,35.512
4247.844,31.455,6.571,37.485
4277.572,29.921,6.225,35.512
4307.138,29.754,6.225,35.512
4338.941,32.008,6.917,39.458
4367.806,29.050,5.533,31.567
4396.876,29.257,5.879,33.539
4426.381,29.695,6.225,35.512
4456.391,30.201,5.879,33.539
4485.410,29.205,6.225,35.512
4514.802,29.583,5.879,33.539
4546.387,31.784,6.225,35.512
4575.284,29.083,6.225,35.512
4605.735,30.649,6.571,37.485
4635.665,30.120,5.879,33.539
4666.460,30.987,6.225,35.512
4698.117,31.865,7.262,41.431
4729.736,31.824,6.571,37.485
4759.546,30.001,6.225,35.512
4789.503,30.135,6.225,35.512
4819.292,29.995,6.225,35.512
4851.614,32.528,5.187,29.594
4881.744,30.324,5.879,33.539
4911.284,29.730,6.225,35.512
4943.049,31.971,6.571,37.485
4974.131,31.280,6.571,37.485
5005.095,31.164,6.571,37.485
5035.481,30.581,6.225,35.512
5068.037,32.764,4.928,28.114
5098.404,30.561,6.571,37.485
5128.734,30.524,6.225,35.512
5158.150,29.607,5.533,31.567
5187.265,29.303,5.879,33.539
5217.384,30.309,6.571,37.485
5249.388,32.213,6.225,35.512
5279.108,29.909,6.571,37.485
5310.562,31.658,6.571,37.485
5339.782,29.405,5.879,33.539
5369.891,30.305,6.225,35.512
5399.536,29.834,6.225,35.512
5429.137,29.788,5.879,33.539
5457.382,28.428,5.879,33.539
5487.316,30.128,6.571,37.485
5515.939,28.806,5.879,33.539
5543.777,28.018,8.300,47.350
5572.591,28.999,5.879,33.539
5600.801,28.390,5.533,31.566
5629.472,28.855,6.225,35.512
5659.767,30.489,6.225,35.512
5689.596,30.021,6.225,35.512
5719.809,30.404,6.225,35.512
5751.952,32.352,6.571,37.485
5783.365,31.613,4.928,28.114
5814.626,31.460,6.225,35.512
5845.056,30.629,6.225,35.512
5873.520,28.647,5.879,33.539
5903.329,30.001,6.225,35.512
5933.419,30.278,6.225,35.512
5963.354,30.131,6.571,37.485
5993.092,29.929,6.225,35.512
6023.383,30.484,6.225,35.512
6052.734,29.541,5.879,33.539
6082.030,29.484,5.879,33.539
6112.358,30.524,6.571,37.485
6142.269,30.101,5.879,33.539
6172.508,30.434,6.571,37.485
6201.563,29.240,5.879,33.539
6231.229,29.858,6.571,37.485
6263.736,32.716,6.916,39.458
6294.961,31.426,6.571,37.485
6324.751,29.976,5.879,33.539
6356.147,31.602,6.916,39.458
6386.052,30.097,6.225,35.512
6416.776,30.922,6.571,37.485
6447.251,30.667,6.916,39.458
6477.022,29.966,5.879,33.539
6507.634,30.800,6.916,39.458
6538.884,31.459,4.928,28.114
6567.574,28.872,8.818,50.309
6596.751,29.357,5.879,33.539
6628.176,31.635,4.928,28.114
6656.768,28.771,8.818,50.309
6687.790,31.224,4.669,26.634
6719.134,31.547,6.916,39.458
6752.402,33.480,6.916,39.458
6783.459,31.254,6.571,37.485
6812.785,29.518,6.225,35.512
6841.865,29.267,5.879,33.539
6872.456,30.784,6.571,37.485
6902.551,30.292,6.225,35.512
6934.778,32.433,6.571,37.485
6966.092,31.516,4.928,28.114
6998.820,32.937,6.916,39.458
7028.414,29.787,6.225,35.512
