elapsed_ms,frametime_ms,ppu_usage,spu_usage
0.111,26.383,7.511,42.038
54.958,54.853,8.585,48.043
139.650,84.698,7.631,42.706
227.758,88.107,9.255,51.798
300.047,72.288,7.109,39.787
383.779,83.729,8.853,49.547
455.642,71.861,7.972,44.614
526.179,70.535,7.972,44.614
598.459,72.284,7.972,44.614
694.133,95.672,7.190,40.239
791.420,97.275,7.190,40.239
874.059,82.641,7.377,41.290
955.990,81.939,7.377,41.290
1037.620,81.628,7.109,39.789
1121.719,84.098,6.677,37.370
1201.970,80.252,7.243,40.540
1296.062,94.088,7.750,43.376
1387.543,91.482,7.511,42.041
1472.397,84.844,6.677,37.370
1557.920,85.518,7.645,42.792
1643.264,85.336,6.557,36.703
1728.475,85.223,7.511,42.042
1809.044,80.568,7.109,39.789
1882.145,73.093,6.706,37.537
1952.334,70.196,7.511,42.042
2027.499,75.155,8.277,46.332
2104.955,77.454,7.377,41.291
2174.118,69.174,7.664,42.900
2244.673,70.553,7.664,42.901
2317.259,72.583,7.971,44.617
2392.406,75.142,6.975,39.040
2467.148,74.750,8.124,45.475
2533.850,66.689,7.204,40.327
2607.657,73.811,7.971,44.618
2682.366,74.706,7.243,40.542
2754.139,71.781,7.817,43.760
2827.430,73.280,7.971,44.618
2893.108,65.661,7.204,40.328
2960.849,67.764,7.511,42.045
3033.370,72.514,7.817,43.761
3106.004,72.640,8.124,45.477
3178.597,72.590,7.971,44.619
3251.591,72.997,7.108,39.793
3323.028,71.435,7.971,44.620
3386.965,63.935,8.047,45.049
3450.015,63.046,6.744,37.756
3513.065,63.053,7.869,44.048
3574.724,61.656,7.869,44.048
3636.835,62.109,7.869,44.049
3705.018,68.182,7.051,39.472
3776.952,71.934,7.051,39.472
3849.468,72.515,6.304,35.289
3920.542,71.071,7.051,39.472
3999.208,78.662,8.124,45.479
4070.908,71.688,6.169,34.538
4147.682,76.788,7.817,43.763
4228.426,80.736,7.108,39.794
4300.373,71.948,6.706,37.542
