elapsed_ms,frametime_ms,ppu_usage,spu_usage
0.106,36.610,7.948,41.973
40.542,40.439,7.400,39.079
126.655,86.111,7.674,40.530
206.235,79.572,8.496,44.877
291.807,85.564,8.633,45.605
369.939,78.138,7.811,41.265
453.425,83.484,8.770,46.337
525.844,72.398,7.263,38.376
597.539,71.727,8.144,43.034
684.446,86.902,7.673,40.555
774.120,89.673,7.917,41.846
866.595,92.475,8.160,43.137
953.932,87.318,7.795,41.209
1036.910,83.000,8.084,42.742
1111.449,74.528,8.300,43.883
1188.087,76.639,7.948,42.023
1279.616,91.532,7.917,41.866
1363.791,84.159,6.699,35.426
1454.090,90.311,7.551,39.938
1541.607,87.521,8.495,44.934
1625.626,84.010,6.942,36.722
1706.696,81.077,7.261,38.415
1790.382,83.680,7.672,40.592
1873.285,82.905,7.535,39.869
1954.701,81.412,6.697,35.441
2036.546,81.845,7.397,39.148
2111.044,74.497,7.827,41.429
2187.549,76.506,6.985,36.977
2277.967,90.415,7.183,38.026
2362.630,84.657,7.669,40.607
2446.516,83.883,6.573,34.808
2524.215,77.691,7.257,38.436
2600.244,76.034,8.294,43.929
2675.093,74.849,7.121,37.715
2751.431,76.343,8.451,44.763
2824.148,72.711,6.983,36.994
2898.195,74.049,8.137,43.110
2969.152,70.941,7.668,40.625
3036.504,67.355,7.198,38.140
3120.110,83.615,8.215,43.532
3203.473,83.363,8.215,43.536
3286.383,82.913,7.789,41.282
3361.878,75.487,8.450,44.786
3436.482,74.593,7.119,37.739
3513.144,76.678,8.449,44.792
3595.442,82.294,7.423,39.357
3664.355,68.917,7.510,39.820
3729.798,65.411,8.397,44.523
3794.105,64.331,7.041,37.335
3857.058,62.958,8.214,43.560
3921.922,64.853,8.214,43.562
4000.862,78.948,8.077,42.839
4083.024,82.153,8.077,42.842
4152.022,69.003,7.666,40.666
4225.085,73.062,6.981,37.037
4303.367,78.276,7.979,42.330
4384.472,81.104,6.327,33.570
4466.728,82.257,7.391,39.220
4549.330,82.599,7.528,39.948
4632.879,83.553,7.391,39.224
4716.139,83.241,6.691,35.513
4801.011,84.874,7.664,40.680
4881.641,80.612,7.253,38.502
4952.626,71.005,7.194,38.192
5034.587,81.952,6.447,34.227
5109.622,75.038,8.132,43.178
5180.506,70.893,7.663,40.689
5248.885,68.381,7.662,40.691
5317.071,68.177,7.349,39.033
5382.682,65.618,8.574,45.540
5449.315,66.625,7.349,39.036
5521.910,72.593,7.818,41.530
5590.582,68.676,7.348,39.041
5663.144,72.565,7.973,42.366
5733.371,70.229,7.816,41.538
5812.772,79.388,7.934,42.163
5883.179,70.415,7.661,40.711
5951.275,68.091,7.348,39.051
6018.054,66.782,7.504,39.884
6098.097,80.038,7.660,40.718
6170.447,72.352,7.973,42.382
6255.572,85.117,7.294,38.784
6333.988,78.420,7.658,40.727
6404.086,70.096,7.814,41.561
6474.067,69.982,7.814,41.563
6543.624,69.546,8.933,47.523
6612.362,68.749,7.657,40.736
6677.683,65.321,7.344,39.075
6746.391,68.704,7.656,40.740
6816.954,70.565,7.813,41.574
6892.524,75.558,7.656,40.744
6971.167,78.639,7.109,37.835
7050.692,79.511,6.835,36.381
7131.108,80.440,7.108,37.838
7213.124,82.015,7.381,39.295
7301.508,88.382,7.289,38.812
7382.120,80.611,7.244,38.571
7461.437,79.307,7.243,38.572
7524.535,63.107,6.716,35.767
7584.953,60.418,7.653,40.759
7647.130,62.163,7.835,41.731
7707.688,60.565,7.652,40.762
7769.921,62.238,8.017,42.705
7832.825,62.881,8.199,43.678
7911.042,78.226,7.652,40.768
7989.566,78.530,7.652,40.771
8070.506,80.943,7.925,42.230
8149.807,79.295,7.925,42.233
8225.171,75.367,7.241,38.595
8308.524,83.351,8.333,44.423
8374.798,66.233,7.026,37.455
8442.425,67.669,8.925,47.584
8508.087,65.625,7.338,39.123
8573.421,65.357,8.014,42.732
8637.545,64.124,7.025,37.461
8706.691,69.148,7.493,39.961
8780.538,73.851,7.960,42.461
8850.487,69.944,7.648,40.798
8928.505,78.021,7.648,40.800
9006.179,77.662,7.374,39.345
9083.435,77.265,8.584,45.801
9153.023,69.584,7.491,39.973
9219.428,66.395,7.179,38.309
9290.839,71.415,7.335,39.144
9368.115,77.276,6.827,36.438
9440.410,72.289,6.866,36.647
9516.179,75.750,6.554,34.982
9602.834,86.669,8.055,43.000
9683.427,80.603,7.372,39.358
9766.580,83.132,6.553,34.986
9846.303,79.744,7.098,37.903
9927.573,81.265,7.781,41.550
9994.277,66.708,7.332,39.156
10059.163,64.887,8.190,43.740
10125.964,66.800,7.332,39.160
10195.053,69.079,7.644,40.828
10263.068,68.018,8.735,46.662
10332.593,69.521,7.487,39.998
10401.452,68.851,7.487,40.000
10466.856,65.416,7.331,39.169
10538.060,71.205,7.799,41.671
10616.992,78.937,7.643,40.839
10697.750,80.754,7.779,41.571
10765.004,67.250,7.331,39.176
10830.539,65.538,8.371,44.734
10895.388,64.846,7.175,38.345
10962.335,66.948,8.552,45.711
11028.456,66.120,7.330,39.182
11104.822,76.356,7.505,40.124
11172.868,68.048,8.914,47.664
11246.560,73.693,7.368,39.398
11314.416,67.859,7.641,40.859
11380.317,65.900,8.550,45.726
11455.539,75.220,7.231,38.674
11531.417,75.877,8.420,45.036
11605.932,74.516,7.367,39.408
11681.103,75.165,8.575,45.875
11757.203,76.099,7.640,40.872
11831.107,73.904,7.328,39.205
11905.716,74.608,6.548,35.035
11980.382,74.668,7.639,40.876
12053.024,72.641,7.327,39.208
12127.698,74.674,6.683,35.768
12205.205,77.505,6.956,37.229
12278.243,73.035,7.482,40.046
12353.974,75.728,6.818,36.503
12424.888,70.910,7.169,38.381
12494.630,69.746,7.012,37.548
12556.380,61.750,7.454,39.913
12613.985,57.603,7.635,40.888
12677.083,63.097,7.999,42.837
12740.416,63.333,7.999,42.838
12804.312,63.894,7.012,37.554
12867.945,63.632,7.999,42.841
12927.235,59.291,7.454,39.921
12991.599,64.363,8.363,44.791
13055.564,63.963,7.012,37.559
13118.871,63.297,8.181,43.821
13181.984,63.122,8.180,43.823
13241.502,59.517,7.635,40.903
13303.147,61.642,7.998,42.852
13364.541,61.394,6.700,35.897
13434.486,69.944,7.946,42.577
13497.844,63.352,7.998,42.857
13563.513,65.673,8.543,45.781
13628.206,64.682,7.167,38.408
13693.380,65.184,8.543,45.785
13761.548,68.167,7.634,40.916
13827.969,66.416,7.478,40.083
13893.616,65.650,8.542,45.791
13961.080,67.464,7.478,40.087
14028.233,67.152,7.634,40.923
14095.734,67.499,7.633,40.925
14165.033,69.298,7.633,40.927
14233.319,68.284,8.724,46.776
14298.582,65.263,7.322,39.260
14371.887,73.300,7.633,40.932
14452.286,80.403,7.224,38.740
14529.063,76.767,6.679,35.817
14600.381,71.324,7.009,37.593
14670.350,69.968,6.853,36.758
14746.542,76.193,6.542,35.088
14824.140,77.591,7.087,38.013
14900.555,76.416,7.788,41.773
14968.866,68.305,7.788,41.775
15049.616,80.757,7.905,42.404
15130.927,81.294,7.904,42.407
15200.479,69.563,7.787,41.782
15266.988,66.512,7.320,39.276
15334.434,67.442,7.320,39.277
15400.518,66.084,8.358,44.850
15464.292,63.777,7.008,37.608
15534.439,70.144,7.787,41.789
15600.436,65.994,8.358,44.855
15668.345,67.913,7.475,40.120
15735.149,66.795,7.320,39.286
15801.598,66.452,8.358,44.859
15863.200,61.605,7.813,41.935
15944.838,81.625,7.026,37.711
16017.265,72.428,8.566,45.979
16099.910,82.646,8.177,43.892
16173.420,73.516,8.255,44.312
16246.412,72.992,7.087,38.043
16311.266,64.854,8.359,44.872
16374.639,63.366,6.853,36.791
16440.669,66.019,8.540,45.850
16513.307,72.652,8.099,43.483
16586.536,73.223,6.950,37.318
16649.162,62.630,8.176,43.905
16722.513,73.343,8.098,43.489
16806.400,83.889,6.541,35.127
16884.620,78.223,6.949,37.323
16960.608,75.984,7.475,40.146
17034.973,74.361,6.540,35.128
17117.989,83.019,7.494,40.253
17198.793,80.804,7.358,39.522
17273.061,74.262,7.630,40.986
17344.659,71.602,6.403,34.400
17416.425,71.755,7.162,38.479
17491.197,74.776,7.474,40.153
17555.702,64.501,6.851,36.808
17618.700,62.997,8.174,43.920
17681.760,63.062,7.992,42.945
17745.638,63.878,7.162,38.485
17809.952,64.314,7.992,42.948
17873.650,63.693,8.355,44.901
17937.871,64.219,7.006,37.652
