elapsed_ms,frametime_ms,ppu_usage,spu_usage
0.000,31.729,3.516,19.871
13.880,16.136,2.505,14.158
46.157,32.277,3.516,19.871
76.398,30.234,3.341,18.878
108.829,32.433,3.341,18.878
140.049,31.220,3.516,19.871
170.582,30.527,3.341,18.878
202.481,31.898,2.505,14.158
233.609,31.128,3.165,17.884
264.596,30.983,3.341,18.878
295.195,30.597,3.165,17.884
328.379,33.181,3.692,20.865
359.934,31.561,3.165,17.884
392.027,32.090,2.637,14.904
424.107,32.082,3.692,20.865
456.487,32.376,3.341,18.878
481.388,24.898,4.483,25.336
512.845,31.458,2.505,14.158
544.034,31.187,3.340,18.878
574.004,29.969,3.341,18.878
605.919,31.914,3.516,19.871
637.475,31.554,3.340,18.878
667.182,29.707,3.165,17.884
698.763,31.575,3.340,18.878
728.830,30.070,3.340,18.878
761.425,32.590,3.340,18.878
794.142,32.716,2.769,15.649
825.402,31.259,3.165,17.884
856.873,31.471,3.340,18.878
888.583,31.709,3.516,19.871
916.848,28.262,3.340,18.878
948.270,31.421,3.340,18.878
979.625,31.353,3.340,18.878
1011.117,31.492,3.516,19.871
1041.480,30.360,3.165,17.884
1070.545,29.063,3.340,18.878
1101.196,30.651,3.340,18.878
1132.292,31.092,2.373,13.413
1164.131,31.840,3.516,19.871
1194.230,30.097,3.165,17.884
1224.817,30.586,3.340,18.878
1254.824,30.005,3.340,18.878
1285.352,30.529,3.165,17.884
1315.847,30.492,3.340,18.878
1344.839,28.989,3.340,18.878
1376.617,31.776,3.516,19.871
1408.505,31.888,3.516,19.871
1440.703,32.194,3.516,19.871
1468.873,28.171,2.989,16.891
1500.147,31.273,3.340,18.878
1531.509,31.361,3.516,19.871
1562.804,31.292,2.505,14.158
1594.169,31.363,3.340,18.878
1622.808,28.633,3.165,17.884
1653.746,30.923,3.516,19.871
1684.424,30.693,3.165,17.884
1715.843,31.416,3.340,18.878
1747.539,31.697,3.340,18.878
1779.546,31.999,3.340,18.878
1810.720,31.176,3.340,18.878
1841.124,30.400,3.165,17.884
1873.053,31.933,2.637,14.903
1904.719,31.663,3.340,18.878
1936.391,31.673,3.516,19.871
1966.803,30.404,3.165,17.884
1997.037,30.239,3.165,17.884
2026.093,29.053,3.165,17.884
2057.699,31.604,3.340,18.878
2091.808,34.104,2.901,16.394
2121.429,29.623,4.483,25.336
2150.634,29.204,2.813,15.897
2180.559,29.926,3.340,18.878
2207.669,27.103,2.813,15.897
2235.660,27.991,2.637,14.903
2265.728,30.065,3.165,17.884
2294.928,29.201,2.989,16.890
2324.975,30.050,3.340,18.877
2357.598,32.620,3.340,18.877
2388.915,31.316,3.516,19.871
2419.040,30.124,3.164,17.884
2450.006,30.964,3.340,18.877
2481.317,31.311,3.340,18.877
2512.481,31.160,2.505,14.158
2543.792,31.306,3.340,18.877
2574.407,30.618,3.164,17.884
2603.196,28.786,3.340,18.877
2635.072,31.875,3.340,18.877
2667.206,32.136,3.340,18.877
2699.854,32.645,3.516,19.871
2729.371,29.517,3.340,18.877
2762.140,32.765,2.637,14.903
2793.490,31.345,3.164,17.884
2825.321,31.828,3.164,17.884
2857.687,32.365,3.692,20.864
2890.152,32.463,3.340,18.877
2922.046,31.895,2.505,14.158
2953.863,31.816,3.340,18.877
2986.047,32.181,3.516,19.871
3017.030,30.984,3.164,17.884
3049.396,32.363,3.516,19.871
3080.931,31.534,3.340,18.877
3112.740,31.805,2.505,14.158
3143.110,30.364,3.164,17.884
3174.458,31.353,3.340,18.877
3206.767,32.301,3.516,19.871
